id	filename	md5	size	state
0668a1a9-e3fa-453b-9163-433de01d45db	unc.edu.fe5e8cb8-45e2-4321-ad32-a776f79bfcac.1821802.rsem.genes.normalized_results	6452bea1814d3390b82b913b2d1e6a88	435996	live
066fa626-ff78-411f-b609-c596325b2726	unc.edu.b34ad5ac-c581-4747-88db-e2d52fa7e463.1122166.rsem.genes.normalized_results	551058acf4a4bbe8db4fbeeaf217ae42	436208	live
06e2555f-9842-46fb-aeb2-926621e7adb4	unc.edu.e88bcf68-e904-4511-92f6-01cbd0da62de.1131404.rsem.genes.normalized_results	6bcb3fd27b095cf3d3f75411cc0fc0cb	436038	live
071a7c19-70d8-4bbe-b40c-ae44993409ba	unc.edu.fa462e79-c5a4-4ddc-b3e6-32e8adcdd80c.1341195.rsem.genes.results	df8c212ed3240432f4838f2c0f5fe77b	1508178	live
0763da49-a3ba-4427-80c5-3cd35ff0f2ae	unc.edu.2522bd3d-f6b3-45df-b68f-577ffbf3a819.1117481.rsem.genes.normalized_results	08fd835e896a3f6cf9b53e1665aef697	434426	live
077d137f-9baa-4df6-a0f0-c3717d37095b	unc.edu.1fbf8004-0091-4eb0-9042-d2f1a5174abe.1385683.rsem.genes.results	2ad4eb0c47483f9a66d306b9c29d07e2	1524166	live
078850ed-3856-4e94-a17c-0601ef952e1d	unc.edu.91e55e6f-b884-4112-8d3f-a9f8974dd63b.1120566.rsem.genes.normalized_results	ebf01ca85ce1e4ac533d7f75b0155b49	436556	live
07907e3f-9ca0-47b6-9370-13c4412f9f82	unc.edu.b2b92b23-3f2a-4305-8c6c-27c91c67c072.1859058.rsem.genes.normalized_results	ced94511a6f50dffff21003c286f138e	435617	live
07de8777-f4b1-4eb9-b0b3-76168c9d2b02	unc.edu.46262a6c-8a11-4bb9-8851-8b6e44c95288.1130625.rsem.genes.normalized_results	2433b30d9deda786997ffdd6f5cabeb7	434884	live
07f9bf1c-828a-4263-adc9-7d1cf3544bcd	unc.edu.b77f4222-9000-4485-8728-8864780ebcb8.1144456.rsem.genes.results	52ef552b1e24a695a315f36aac0bc319	1514846	live
086e4eca-336f-4c88-9f96-d4ac0730650a	unc.edu.692abecd-9c2a-48ec-8794-7e84a5317c46.2307592.rsem.genes.normalized_results	5afd059c988f866dabe122f76e865662	435649	live
089ca71e-e7bc-48c5-a46c-aaa3954cf3cc	unc.edu.46262a6c-8a11-4bb9-8851-8b6e44c95288.1129240.rsem.genes.results	b4504f402f54e36bb010ae89bcfd5568	1508485	live
089e7e4f-3878-4693-8b16-22c58706edfd	unc.edu.fa643dcc-4f4c-44d0-9f4d-199de04f8d2b.1105297.rsem.genes.normalized_results	cfdb591cdbde79b85066fdfea7d71fbc	435486	live
08ce33a1-e1eb-4916-acbc-6292b64d092e	UNCID_456253.TCGA-EW-A1P7-01A-21R-A144-07.110829_UNC10-SN254_0272_BB07RMABXX.1.trimmed.annotated.gene.quantification.txt	d5784fe58d7d11e1a7f6f1bdd49d1a9b	992669	live
08cf10cb-8ecf-4597-9989-cbc8b4891ad1	unc.edu.a0059fcb-6adc-47f4-8601-b7eed9e12576.2389817.rsem.genes.results	c2955af50ba78cde672dbad810c2e433	1516413	live
097c9ecf-e081-486f-aa58-189b11f5c2e2	unc.edu.b881706f-5ee8-43da-a691-53c036d94494.2046291.rsem.genes.normalized_results	40a7da2700d88a16efb765978174d45c	435507	live
09e52217-7b93-4a77-b130-e6b7f45620e7	UNCID_441194.TCGA-A7-A13E-01A-11R-A12P-07.110706_UNC12-SN629_0106_AC043GABXX.2.trimmed.annotated.gene.quantification.txt	e8a792556d8c6129dfd940af849e9694	974714	live
09fc5d2c-2941-4b42-9e2c-4438178388ec	unc.edu.5c052fcb-a9f9-4d6a-86cd-6fa490fe9d74.1302563.rsem.genes.results	f71052783006421918c939a8b8cc38b8	1507319	live
0aff34cd-5562-415f-a5c7-b4593ab3be7e	unc.edu.776c18b3-4e53-41d6-8838-70a6029c07dd.1928442.rsem.genes.results	98212855e090fb3be0d6a9058fa05030	1515179	live
0b1b8a80-698c-4dd0-8177-194046e64a59	UNCID_473204.TCGA-AN-A0FW-01A-11R-A034-07.110414_UNC14-SN744_0094_AB07M4ABXX.4.trimmed.annotated.gene.quantification.txt	b3f08d98cf98f82be382e5de24e6a895	1018841	live
0b2da4f2-d519-4608-bde8-83242f6e6b79	UNCID_446343.TCGA-A2-A0CM-01A-31R-A034-07.110225_UNC12-SN629_0064_BB041HABXX.3.trimmed.annotated.gene.quantification.txt	da7def5800fe39ffc706d6f9e731b716	1000842	live
0b3e5ef8-41d7-4285-9563-78f0b5753756	UNCID_406778.TCGA-E2-A14N-01A-31R-A137-07.110725_UNC9-SN296_0208_AC0477ABXX.1.trimmed.annotated.gene.quantification.txt	6ecab409f5e5324f8ebf54d62a3faecd	976043	live
0b9267b2-2c9f-4f0b-87d2-374315191350	UNCID_401762.TCGA-BH-A1F2-11A-32R-A13Q-07.110729_UNC15-SN850_0102_BD0E5DABXX.7.trimmed.annotated.gene.quantification.txt	f862a46b8c5e67821bbc9d7b2852d460	998529	live
0bf032c7-6d8a-4b17-8d4c-8d6efc2d674c	UNCID_557682.TCGA-E9-A2JS-01A-11R-A180-07.111005_UNC10-SN254_0286_BD0DPMABXX.4.trimmed.annotated.gene.quantification.txt	f62b6d95d395da2c2c0ffaed44c52a11	987874	live
0c5cc5c1-41cf-4b8d-85c4-95eac9744f4a	unc.edu.8213eb8c-db23-4f92-b3d3-07b45eeec76a.1128026.rsem.genes.normalized_results	ac96eb02ff42885fdcb92218ee8472f8	434905	live
0c96d388-de44-4604-bbc9-f3d9d07b867a	UNCID_1110044.TCGA-GM-A2D9-01A-11R-A18M-07.111101_UNC13-SN749_0133_BC04U8ABXX.4_2.trimmed.annotated.gene.quantification.txt	c9300d800c44defd58309c8a5e61cc65	982258	live
0cb4a8dd-a323-4d83-b677-ece35f6f6925	unc.edu.fceb1551-4b16-45de-8ba0-7906aa3fe841.2305327.rsem.genes.normalized_results	b104af1e254019ca0a9bca0daff0d82f	435329	live
0cc856ca-4980-489c-8cde-d533fb35b899	unc.edu.81689324-2986-49f6-bef6-f5a525ca36c2.1146425.rsem.genes.results	690cf539f5cfc1635b96428fe1659ccc	1514978	live
0cfe8b62-1945-4f21-87a1-de5dd8a3219f	unc.edu.b9a1f505-713e-4044-b76e-57134a4802f1.1142285.rsem.genes.results	06554dfa06381ce4ba5aacd8b5ea67b6	1517450	live
0d09e11a-2e09-49c1-9a43-873dd3fc60c5	unc.edu.9e12314d-d1f0-44be-93f7-e50a56f86b46.1125109.rsem.genes.results	526aadef129bc7d6bb6797b3ebf49322	1515818	live
0d2b2c64-79b3-4017-96cf-707d5895c83e	unc.edu.7953e62d-4871-4928-a2ba-a38c740134e1.1153505.rsem.genes.results	b37642f5c6f744e62b2f848d5c096a54	1509849	live
0d84cee7-486d-4682-85f6-5ba1e5487f53	unc.edu.7509b7dc-18cc-4430-ad93-fa598fc97330.1675102.rsem.genes.results	ba1e3e1222cc0f6ed6338e7820ae2109	1513562	live
0da9cf2e-c71e-44fc-a4ca-c0408374f7c2	unc.edu.34f3d207-0bfe-4699-b01b-d145942ba488.2625344.rsem.genes.normalized_results	e3f6ed1fc35ed9fc2bbc757928a813d4	436314	live
0e18215d-1039-44ad-a6ea-903b9a59bcac	unc.edu.8f90121d-5f9a-4702-a2ae-2a9b34a99171.1145185.rsem.genes.normalized_results	703184bb97feb11f67666518f6df3bb9	434713	live
0e365ffc-f481-4dcd-92fe-743bcff573e6	unc.edu.a8884443-832f-45bb-96a0-dead699cc7e3.1130907.rsem.genes.normalized_results	97b162120699f0df680f274272e3f264	434766	live
0e62963f-ae0e-4636-9887-a9996e56de61	unc.edu.75b2227e-0279-4dfb-a1a1-e64c53b48d7a.1130761.rsem.genes.normalized_results	91dda02e3835e683bd91d155adb7cbab	435238	live
0e9b0388-8e86-48b6-9e44-ce089669aefb	UNCID_450073.TCGA-AQ-A1H3-01A-31R-A13Q-07.110805_UNC11-SN627_0134_AC042TABXX.5.trimmed.annotated.gene.quantification.txt	bab73ad41c68bdb2e768f927ae107a99	992428	live
0ea110d8-a994-4020-aa82-fdab7b43c064	unc.edu.5213da80-35ac-4172-b2e8-de686e73a498.1129191.rsem.genes.normalized_results	c4a23aa5ebbe9950f4ac19a182400f15	435633	live
0f26e667-ae28-4f8b-add9-b2680d8e5829	UNCID_446416.TCGA-A8-A07J-01A-11R-A00Z-07.110225_UNC12-SN629_0063_AB041JABXX.4.trimmed.annotated.gene.quantification.txt	8830aadb39c27631b5dbee94ddb27d77	992021	live
0f2b5825-75cd-42d2-a11d-4a2bf124804c	unc.edu.4eaae575-d631-4e2e-8e70-4b4e0a429d74.1149344.rsem.genes.normalized_results	e45b82e5c8f9da589b589bd2166be669	435979	live
0f66cc22-0797-4345-ba49-07a31d2e3488	unc.edu.452bf9da-c065-4d95-8272-adce3684a9e9.1173054.rsem.genes.normalized_results	5e34f05b40078f72fae004d354daee71	436789	live
11303b7f-98cb-4483-b9f2-70f9c30d5e51	unc.edu.6ff2976a-2570-409b-afde-b7d2e7f2e4ea.1171446.rsem.genes.normalized_results	73ffdfd559481054d34b8897ad044aff	436292	live
11cd0d94-cb9d-4f28-87e7-e93213d8284a	unc.edu.df5061ca-929b-4e23-89fb-6d05c1a9ffa4.1258477.rsem.genes.results	5939bc7619e0fda864c6d6a2f9741426	1505883	live
122b62fa-2fa7-4f44-bb0a-5084817cc2dc	unc.edu.d620baa1-c329-46c6-a56a-dc08dfa23470.1889083.rsem.genes.normalized_results	48a5bc74ac0145aa53a4f3e12d42f59f	435483	live
122c43f0-7c5d-4679-bdac-57593f7d07c5	UNCID_446136.TCGA-A7-A0CJ-01A-21R-A00Z-07.110824_UNC13-SN749_0098_AC03YVABXX.4.trimmed.annotated.gene.quantification.txt	41a389e19a6f9b76c6e753d9691363e2	978492	live
129ed31e-e0da-4b60-8c8c-625a3dfc9065	unc.edu.590ae2bc-c076-4547-97dc-e2c8a0d396a6.2623310.rsem.genes.results	ea750762380f84326b7b2ff9a839d68c	1513166	live
12cf1cfb-28b2-46d7-8820-715e7106a4a0	unc.edu.95b5d7ca-4078-4af9-ac6b-4ed1c3cd9c60.1158544.rsem.genes.normalized_results	9027abc7f9a4410905f1ef6c14a618b0	435403	live
12e25f48-d002-4aba-a14b-116618b72860	UNCID_446335.TCGA-A2-A04Y-01A-21R-A034-07.110225_UNC12-SN629_0064_BB041HABXX.2.trimmed.annotated.gene.quantification.txt	7e958ec3b0662b73711b6ba02d38e5ec	1011343	live
13086462-37d2-4216-a886-18e4672f6bed	UNCID_407540.TCGA-AN-A0XO-01A-11R-A109-07.110510_UNC15-SN850_0069_BC015CABXX.6.trimmed.annotated.gene.quantification.txt	c35220a9081b70e7443ed287bc8937a6	1014111	live
132ef450-c39e-4066-9db3-b1e220b1751c	unc.edu.755912f4-6725-4b7b-84b1-518c7529a176.1152185.rsem.genes.normalized_results	ebca31e2fdcfb008d83280185051fe5d	435518	live
133bfea6-ff11-4898-80e3-a62a21c8d8ed	unc.edu.95a12af8-5704-4745-b0a0-960f67af8cec.1120688.rsem.genes.results	fc9355b67364c080b67051bf167bc67d	1507550	live
1345d604-3f02-4993-b4a7-21bc14ae7ea0	UNCID_401802.TCGA-BH-A1F6-11B-94R-A13Q-07.110729_UNC15-SN850_0102_BD0E5DABXX.8.trimmed.annotated.gene.quantification.txt	3abf620bf7fb3a34039b7d049d31616e	1002112	live
135f17bf-4c3e-410d-aa46-deb3318c4515	unc.edu.2281c64c-9394-44f6-a4e7-87c7cce08c13.2392121.rsem.genes.results	6fe844e21a253ab52d221f68b96d9447	1525440	live
1485a46b-dc61-4886-acec-7781ead6d378	unc.edu.4d28bcbc-dbdd-46f8-9329-49f359480a97.1141595.rsem.genes.results	9563737cc5ca697a40f745b8e45f32ba	1522443	live
14d126c0-73fe-4912-8431-911b50b5f389	unc.edu.e5378cd0-4045-4afe-8157-7187b3d294ef.1138485.rsem.genes.normalized_results	a1cf5641791018a2088fb9a75d5bcf9a	436296	live
14eed96a-7596-43f6-a05b-8458c52a5ee2	unc.edu.8801f107-f5d5-4ad5-877d-a5acb12596b3.1170630.rsem.genes.normalized_results	d905b7ee27813b621506f449c51573d4	434175	live
156d125e-e074-449a-a49e-c365a4801216	unc.edu.2d51ae30-4c8a-4c99-b216-fc4fbda0fbb6.1133245.rsem.genes.results	6d8c5a44309cb87caa0fa1f18a0d1ca5	1510006	live
157ffcad-4ee4-4e14-bc4b-f09d7d19b142	UNCID_660186.TCGA-A7-A0CE-01A-11R-A00Z-07.110308_UNC9-SN296_0158_BB042UABXX.1.trimmed.annotated.gene.quantification.txt	f65b6e1bd1cabca220a15ed54fcab208	1007555	live
15901c69-4629-4bec-9905-5728cbd05bba	UNCID_466576.TCGA-A2-A0YF-01A-21R-A109-07.110506_UNC9-SN296_0179_AB0BEFABXX.5.trimmed.annotated.gene.quantification.txt	ac48b256cc7e03baf9225172c1982619	991449	live
15a44b22-59e2-4799-ada4-bd003fc59b46	UNCID_435567.TCGA-BH-A0HA-01A-11R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.8.trimmed.annotated.gene.quantification.txt	d97d58dc53b15ad9d8da9bba3b088709	980225	live
15cb241e-02aa-4773-8693-760c64d8c583	UNCID_837105.TCGA-E2-A1LK-01A-21R-A14D-07.110809_UNC9-SN296_0227_AC0437ABXX.6.trimmed.annotated.gene.quantification.txt	c946e64b11229d580fb859619c81c589	976807	live
1609b8b4-5f17-4439-8108-45cade3c7f56	unc.edu.48353101-484c-4d47-ae60-239d710ec00a.1133276.rsem.genes.normalized_results	d2c42c8e4d7ef5669b4ebff9722c1d76	436418	live
1638b601-4f8d-487b-8e84-2650dafb952c	unc.edu.8e24b2f8-459c-4861-9d31-d171e8d1a08b.1117058.rsem.genes.normalized_results	41f6552cb489dbace881588e713d955d	435544	live
1688e904-20b7-4e39-8b5b-4bfd737d4263	unc.edu.ef7f2a68-bbfc-4458-9c3e-18c5d81ef7be.1132267.rsem.genes.results	8950c9c3fba0e44067c400c31296b039	1530016	live
1699a77c-f85d-43e1-b8da-076718273e67	UNCID_400234.TCGA-EW-A1J5-01A-11R-A13Q-07.110802_UNC16-SN851_0066_AB09M4ABXX.5.trimmed.annotated.gene.quantification.txt	4b28de373363e7e9619931f7e639f70d	996134	live
16a56459-d91e-41c1-871c-70d511004b07	unc.edu.32336250-dc07-4e96-9a6c-3c7094fd5342.1170118.rsem.genes.results	2f5e7b695edd5891c59e586449cf281f	1515207	live
16dfe36b-f6e9-4bdb-b634-6b36eb4bc18c	unc.edu.bcd8ae7a-cd43-4781-9ce3-8c87b92dd69d.1145161.rsem.genes.normalized_results	acdc956a7c8a689254465cb322280fe2	434578	live
1704a76c-0bec-4aef-a1f5-591a26fafd27	unc.edu.ec6f69db-ff0b-491c-8b70-d53d0e7ad65f.1127670.rsem.genes.normalized_results	c82e7c5258e6d44766f2957503290622	434963	live
170ef1f2-5d48-4f12-9286-587197927a42	unc.edu.3795f6d6-3a1d-4b41-8a4b-e832078e9d48.1143628.rsem.genes.results	cec9aa5aa2344d3db5d19d58789768a0	1522414	live
1737bb14-77f4-4e0f-b9eb-1f7228481499	unc.edu.184fe3c4-58bb-45c5-a9a5-9a8a56985f9f.1142626.rsem.genes.results	2252b5b4dae5fc3dfa0d0e0859935b2d	1512005	live
17486211-76b8-4f30-9782-e2486f3f08cf	unc.edu.f59f9272-412f-4884-9874-a6ff59ab1740.2233042.rsem.genes.results	a7bd3c6039f44ccfe8439c9a8ee892e9	1519787	live
177f2074-ac32-4e06-bf3e-b26c2c191884	UNCID_596156.TCGA-D8-A1Y3-01A-11R-A157-07.110916_UNC16-SN851_0087_AD0DE7ABXX.5.trimmed.annotated.gene.quantification.txt	eb8f350a460caf0b752b85f175f5f39b	973566	live
17b92af6-76c1-4778-8df0-1e2f51b32145	UNCID_624484.TCGA-A8-A06U-01A-11R-A00Z-07.110725_UNC15-SN850_0099_AD0DETABXX.1.trimmed.annotated.gene.quantification.txt	7e262838e4471c0829cd21306eb4bb4f	987285	live
18199b89-6aed-4200-b28c-045cea5e3705	UNCID_660406.TCGA-A8-A06P-01A-11R-A00Z-07.110308_UNC9-SN296_0158_BB042UABXX.3.trimmed.annotated.gene.quantification.txt	f52c584bb45e90ecdc9366a735f976a9	1003378	live
18960754-915d-4b13-ba1e-9c53022eb963	unc.edu.14404fa2-adc4-4ecd-b4ee-5f4a75b54ff2.1116678.rsem.genes.results	850f157fc103ecb1ae108e294b4176e4	1512277	live
18b10b56-8aaf-4b63-ae55-23516d231dc2	unc.edu.538ab6dc-6dff-49e2-ae6a-b91ee6619bce.1094720.rsem.genes.results	f52a3a816848c4cbe96b2461f7cd1108	1544873	live
18b5557c-b2ef-4fce-9f9f-4d2e773e6e6b	unc.edu.1d6480da-a470-4726-8bc4-57fa30799a15.1147229.rsem.genes.normalized_results	a316467453351deb220c3d29a52666f5	434848	live
18d04033-3a88-47e0-9429-f4f82631f610	unc.edu.81769714-1765-4b76-8a3a-18f79e314852.1166994.rsem.genes.results	4bed5c3062fa7cd02a12db244b1dbca6	1515183	live
1912d3ed-2a01-4f55-917c-5da5c6148ddb	unc.edu.147d6ebb-7359-449a-9e6a-6c8443ebaa2e.1157845.rsem.genes.normalized_results	5c076a7d30d1074c6a440df195016978	434785	live
194a0f6d-3ed4-4d38-83a2-7d07f507dd28	unc.edu.4dfbdec6-1911-412c-9873-f6782ab8ff66.1131115.rsem.genes.normalized_results	b14f3294037696373a4e7c0b19d7bce6	436018	live
19643a46-0ccd-425a-b457-6c693e22ed9f	unc.edu.8a2adff0-2527-43fa-ad17-a3081e22f846.1117188.rsem.genes.results	817c0dbbe1978928c4c8583b4108f206	1515349	live
19ed7537-b37b-4b1a-89f7-73be7afaca5a	unc.edu.5cd42d4a-5971-4a01-8c10-99321105a864.1145227.rsem.genes.results	eb1e67181065f6cdd904c1cc31ac8470	1522746	live
1a583c61-5e43-46e0-8d3d-b7901c83b577	unc.edu.9014d9c4-ab6b-4318-9b07-c00266d9f5a9.2249761.rsem.genes.normalized_results	2cacdf5c53a16b5481b87845bfac26da	435458	live
1a7ab114-fa57-4fe2-831d-224c990225b3	unc.edu.5610cbc9-1031-4b6a-9bba-a6b3ed7ced4d.1117485.rsem.genes.normalized_results	d37baa125e6700302d5756ae41deb0a2	435576	live
1a99cab0-9ac5-4af2-865e-2b3b576351ca	unc.edu.98b2b18a-004d-459c-8aba-499d06897910.1161179.rsem.genes.results	8e9a4d589abc3b90e81af4071472b431	1517206	live
1a9f4c5a-1fe4-4554-928d-39e5e8c6ce5f	unc.edu.08c54c9c-195c-4754-83af-a97544d0eb12.1180691.rsem.genes.normalized_results	458fbefc4a93d0b2fb6e8a2d8ab69a58	435054	live
1b123e90-3b51-4405-89fa-e8fc40df2afc	unc.edu.40c7e862-e1f6-4425-af9d-c9d07161a2ed.1806413.rsem.genes.normalized_results	636b28a33ac357cbd083b1537c4b2950	435818	live
1b1d7fc3-4e08-4c0e-b15e-0167053d61c9	UNCID_443135.TCGA-BH-A0E1-01A-11R-A056-07.110325_UNC11-SN627_0070_AB02DVABXX.7.trimmed.annotated.gene.quantification.txt	69223fafd69b9e73e136a529fa5bd23b	1000493	live
1b1e20d2-b40f-4c92-b726-4e02ae79c55a	unc.edu.9a56eb8b-99fa-4671-99dc-29776dca4cd6.1121747.rsem.genes.results	db020523299bf2b8b15e4371915b1d70	1514836	live
1b2ebd0f-672d-40f1-acd0-312b29101d39	unc.edu.e3c70f4d-4a23-486b-b221-3058b13a1c69.2045746.rsem.genes.normalized_results	22e627f0f35cec048b686fb8ec87f259	436218	live
1b479768-0182-4c9c-862a-d81257a259bb	unc.edu.2ea9e472-a408-4ae0-975d-50a566f22b2a.2625025.rsem.genes.results	6610e4174a80029e19af2220c38fed8f	1516063	live
1b4c7eb1-c984-451d-85de-4145aac95d9a	UNCID_655491.TCGA-AN-A0AL-01A-11R-A00Z-07.110304_UNC12-SN629_0065_AB05PGABXX.3.trimmed.annotated.gene.quantification.txt	0dfe3f87e08e4a18bd75fa236dfe59ad	991066	live
1b5056a5-7346-49b3-a79d-44623664a643	unc.edu.006e88ce-ad31-45bf-8da5-802f0e387b3a.1150454.rsem.genes.results	a1e95ff499a63b69b8a5c1fdf69e3455	1508351	live
1ba24898-e3d7-4d85-8cab-65fd545bf391	UNCID_477714.TCGA-A2-A0T0-01A-22R-A084-07.110325_UNC13-SN749_0047_AB02CWABXX.3.trimmed.annotated.gene.quantification.txt	7921fc155d56da508db0de0eca5e7c09	1001493	live
1bf4c35e-bbb1-45ea-9d05-bf3292b9c936	unc.edu.21531069-76ec-4e0f-b915-51c00b2c42f1.1094858.rsem.genes.results	d63f630563693b80ea6ad4910a600f97	1521677	live
1c22724a-fe42-44fa-afe5-92e82704b7e8	unc.edu.b347056d-3ae3-43c7-9e3b-f48cee1bfbb2.1121308.rsem.genes.results	7bddb24684501281484d7a2fb07d3d55	1501137	live
1c227b99-fb7b-4dc9-b976-1ec0edb3bb7c	unc.edu.f7a5cfcb-623c-4858-ba32-e6ca63c75d2a.1117074.rsem.genes.results	1ac2423129b35c1946c16c917c3d7c01	1505589	live
1c4bc110-a396-4eb2-b4c6-ed880d0f04aa	unc.edu.f2ee7101-b51e-4f75-95fa-555b5b79af74.1125940.rsem.genes.normalized_results	efd8336976dfcc403a38f156ed6ea29a	435091	live
1cda4ee5-227b-4e57-b939-0851efe224ac	unc.edu.8bb3543b-5c83-41c6-b81c-b20935c38d72.1139159.rsem.genes.normalized_results	4303f1383ecccef3db01a51315dd2295	435235	live
1cea1154-3c84-4545-9320-b088fa07f1ea	UNCID_559214.TCGA-AC-A2FG-01A-11R-A17B-07.111003_UNC13-SN749_0121_AB020YABXX.5.trimmed.annotated.gene.quantification.txt	b9785baf44abfd6fdd57825b8f40f0e2	998337	live
1cf1fd2a-7e07-4048-81a6-f2623b395808	UNCID_596160.TCGA-E2-A1LS-11A-32R-A157-07.110916_UNC16-SN851_0087_AD0DE7ABXX.8.trimmed.annotated.gene.quantification.txt	285923cef7bef733b2fb886c6d0c4738	982116	live
1d092557-6743-4513-b864-033977bb6516	unc.edu.9827d98e-4e2e-44cb-b0a5-f51b74ec0675.1371740.rsem.genes.normalized_results	e952c84eac1206d9fc790c1c75a2926b	435742	live
